Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"IFNA14","Interferon Alpha 14","Protein Coding","P01570","44","GC09M021239","2.29383659362793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA14"
"IFNA10","Interferon Alpha 10","Protein Coding","P01566","43","GC09M022127","2.29383659362793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA10"
"ZNF98","Zinc Finger Protein 98","Protein Coding","A6NK75","34","GC19M022391","2.2935152053833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF98"
"EIF2AK1","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 1","Protein Coding","Q9BQI3","53","GC07M006022","2.2927508354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK1"
"NIN","Ninein","Protein Coding","Q8N4C6","50","GC14M050719","2.2927508354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIN"
"WDR72","WD Repeat Domain 72","Protein Coding","Q3MJ13","45","GC15M151550","2.2927508354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR72"
"AMELX","Amelogenin X-Linked","Protein Coding","Q99217","44","GC0XP011293","2.2927508354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMELX"
"ROGDI","Rogdi Atypical Leucine Zipper","Protein Coding","Q9GZN7","44","GC16M004796","2.2927508354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROGDI"
"TLE5","TLE Family Member 5, Transcriptional Modulator","Protein Coding","Q08117","44","GC19M091781","2.2927508354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLE5"
"ZNF778","Zinc Finger Protein 778","Protein Coding","Q96MU6","40","GC16P089217","2.2927508354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF778"
"AMTN","Amelotin","Protein Coding","Q6UX39","39","GC04P070518","2.2927508354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMTN"
"ODAPH","Odontogenesis Associated Phosphoprotein","Protein Coding","Q17RF5","39","GC04P075569","2.2927508354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODAPH"
"RIPK2","Receptor Interacting Serine/Threonine Kinase 2","Protein Coding","O43353","54","GC08P089918","2.2926664352417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK2"
"POMT1","Protein O-Mannosyltransferase 1","Protein Coding","Q9Y6A1","54","GC09P131502","2.28923058509827","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMT1"
"PIGO","Phosphatidylinositol Glycan Anchor Biosynthesis Class O","Protein Coding","Q8TEQ8","48","GC09M035270","2.2873477935791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGO"
"DYM","Dymeclin","Protein Coding","Q7RTS9","46","GC18M049041","2.28211975097656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYM"
"APOA4","Apolipoprotein A4","Protein Coding","P06727","50","GC11M116820","2.28146123886108","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA4"
"IGFBP4","Insulin Like Growth Factor Binding Protein 4","Protein Coding","P22692","52","GC17P040443","2.27903437614441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP4"
"USP24","Ubiquitin Specific Peptidase 24","Protein Coding","Q9UPU5","49","GC01M055066","2.27715086936951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP24"
"PKP4","Plakophilin 4","Protein Coding","Q99569","47","GC02P158456","2.27715086936951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP4"
"ANK3","Ankyrin 3","Protein Coding","Q12955","51","GC10M060026","2.27625560760498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANK3"
"PIGG","Phosphatidylinositol Glycan Anchor Biosynthesis Class G (EMM Blood Group)","Protein Coding","Q5H8A4","46","GC04P003843","2.26770377159119","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGG"
"SEC23B","SEC23 Homolog B, COPII Coat Complex Component","Protein Coding","Q15437","50","GC20P018507","2.26577258110046","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC23B"
"CYTH1","Cytohesin 1","Protein Coding","Q15438","50","GC17M078674","2.25934076309204","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTH1"
"IFNA4","Interferon Alpha 4","Protein Coding","P05014","43","GC09M021186","2.25925445556641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA4"
"KCTD3","Potassium Channel Tetramerization Domain Containing 3","Protein Coding","Q9Y597","44","GC01P215567","2.25921106338501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD3"
"IFT20","Intraflagellar Transport 20","Protein Coding","Q8IY31","44","GC17M076382","2.25840449333191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT20"
"CENPJ","Centromere Protein J","Protein Coding","Q9HC77","50","GC13M024882","2.25623917579651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPJ"
"SCUBE1","Signal Peptide, CUB Domain And EGF Like Domain Containing 1","Protein Coding","Q8IWY4","46","GC22M043197","2.25603079795837","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCUBE1"
"DISC1","DISC1 Scaffold Protein","Protein Coding","Q9NRI5","52","GC01P231626","2.2554087638855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DISC1"
"LAMA5","Laminin Subunit Alpha 5","Protein Coding","O15230","52","GC20M062307","2.25392293930054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA5"
"PRRX1","Paired Related Homeobox 1","Protein Coding","P54821","49","GC01P170662","2.24964189529419","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRX1"
"CDKN2A-AS1","CDKN2A Antisense RNA 1","RNA Gene","Q9UH64","27","GC09P021967","2.24703431129456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A-AS1"
"lnc-MTAP-7","","RNA Gene","","5","GC09P022126","2.24703431129456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MTAP-7"
"HMGCL","3-Hydroxy-3-Methylglutaryl-CoA Lyase","Protein Coding","P35914","53","GC01M023801","2.24138164520264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCL"
"PTPRO","Protein Tyrosine Phosphatase Receptor Type O","Protein Coding","Q16827","53","GC12P039278","2.24079585075378","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRO"
"RNY5","RNA, Ro60-Associated Y5","RNA Gene","","17","GC07P148941","2.23872709274292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNY5"
"MIR26A2","MicroRNA 26a-2","RNA Gene","","23","GC12M057824","2.23746562004089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26A2"
"BBS5","Bardet-Biedl Syndrome 5","Protein Coding","Q8N3I7","48","GC02P169485","2.23735094070435","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBS5"
"CSH1","Chorionic Somatomammotropin Hormone 1","Protein Coding","P0DML2","45","GC17M063894","2.23681592941284","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSH1"
"TUBA8","Tubulin Alpha 8","Protein Coding","Q9NY65","53","GC22P018110","2.23333048820496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA8"
"MIR196A2","MicroRNA 196a-2","RNA Gene","","29","GC12P060518","2.22852230072021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A2"
"TNXA","Tenascin XA (Pseudogene)","Pseudogene","Q16473","31","GC06M093805","2.22600388526917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNXA"
"ATN1","Atrophin 1","Protein Coding","P54259","51","GC12P038992","2.22545456886292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATN1"
"TMOD1","Tropomodulin 1","Protein Coding","P28289","47","GC09P097501","2.22527074813843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMOD1"
"LGALS1","Galectin 1","Protein Coding","P09382","52","GC22P037675","2.22482585906982","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1"
"IFNA17","Interferon Alpha 17","Protein Coding","P01571","41","GC09M021227","2.22269153594971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA17"
"GGCX","Gamma-Glutamyl Carboxylase","Protein Coding","P38435","56","GC02M085544","2.22258973121643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGCX"
"CFAP221","Cilia And Flagella Associated Protein 221","Protein Coding","Q4G0U5","39","GC02P119544","2.21867513656616","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP221"
"SLC2A9","Solute Carrier Family 2 Member 9","Protein Coding","Q9NRM0","55","GC04M009772","2.21737837791443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A9"
"NLGN4X","Neuroligin 4 X-Linked","Protein Coding","Q8N0W4","52","GC0XM005840","2.21553063392639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLGN4X"
"AHI1","Abelson Helper Integration Site 1","Protein Coding","Q8N157","50","GC06M135283","2.2122802734375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHI1"
"PIGV","Phosphatidylinositol Glycan Anchor Biosynthesis Class V","Protein Coding","Q9NUD9","47","GC01P026787","2.2108256816864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGV"
"GNRHR","Gonadotropin Releasing Hormone Receptor","Protein Coding","P30968","56","GC04M067737","2.21052265167236","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRHR"
"BDKRB1","Bradykinin Receptor B1","Protein Coding","P46663","50","GC14P096336","2.21047401428223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDKRB1"
"TRIM21","Tripartite Motif Containing 21","Protein Coding","P19474","52","GC11M004384","2.20628476142883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM21"
"ANXA11","Annexin A11","Protein Coding","P50995","52","GC10M080150","2.1978645324707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA11"
"KDM5C","Lysine Demethylase 5C","Protein Coding","P41229","55","GC0XM053176","2.19702982902527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5C"
"NORAD","Non-Coding RNA Activated By DNA Damage","RNA Gene","","25","GC20M036462","2.19334268569946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NORAD"
"ASXL3","ASXL Transcriptional Regulator 3","Protein Coding","Q9C0F0","43","GC18P033578","2.19120788574219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASXL3"
"P4HA1","Prolyl 4-Hydroxylase Subunit Alpha 1","Protein Coding","P13674","51","GC10M073007","2.18251419067383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA1"
"LGMN","Legumain","Protein Coding","Q99538","51","GC14M092703","2.1798267364502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGMN"
"CLCNKA","Chloride Voltage-Gated Channel Ka","Protein Coding","P51800","48","GC01P016018","2.17845702171326","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCNKA"
"RAC2","Rac Family Small GTPase 2","Protein Coding","P15153","59","GC22M077096","2.17636060714722","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC2"
"ATF6B","Activating Transcription Factor 6 Beta","Protein Coding","Q99941","46","GC06M032115","2.17542505264282","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6B"
"IGF2BP3","Insulin Like Growth Factor 2 MRNA Binding Protein 3","Protein Coding","O00425","50","GC07M023599","2.17517471313477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP3"
"SEMA3A","Semaphorin 3A","Protein Coding","Q14563","55","GC07M083955","2.17116618156433","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA3A"
"SIX2","SIX Homeobox 2","Protein Coding","Q9NPC8","47","GC02M045005","2.16691780090332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX2"
"HNRNPA1P10","Heterogeneous Nuclear Ribonucleoprotein A1 Pseudogene 10","Pseudogene","","13","GC19M011665","2.16179323196411","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA1P10"
"SNORD3B-1","Small Nucleolar RNA, C/D Box 3B-1","RNA Gene","","16","GC17P019061","2.16169261932373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD3B-1"
"MAF","MAF BZIP Transcription Factor","Protein Coding","O75444","54","GC16M079204","2.15254831314087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAF"
"MOGS","Mannosyl-Oligosaccharide Glucosidase","Protein Coding","Q13724","51","GC02M074461","2.15091395378113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOGS"
"YIF1B","Yip1 Interacting Factor Homolog B, Membrane Trafficking Protein","Protein Coding","Q5BJH7","45","GC19M038303","2.14975070953369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIF1B"
"ANK2","Ankyrin 2","Protein Coding","Q01484","50","GC04P112735","2.14558506011963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANK2"
"COL4A6","Collagen Type IV Alpha 6 Chain","Protein Coding","Q14031","52","GC0XM108155","2.14358592033386","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A6"
"TRIM25","Tripartite Motif Containing 25","Protein Coding","Q14258","52","GC17M056836","2.14190745353699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM25"
"ZBTB24","Zinc Finger And BTB Domain Containing 24","Protein Coding","O43167","45","GC06M109476","2.14068651199341","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB24"
"PRMT1","Protein Arginine Methyltransferase 1","Protein Coding","Q99873","56","GC19P049675","2.13831806182861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT1"
"RSPH9","Radial Spoke Head Component 9","Protein Coding","Q9H1X1","45","GC06P135046","2.13813900947571","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSPH9"
"DYNC1H1","Dynein Cytoplasmic 1 Heavy Chain 1","Protein Coding","Q14204","53","GC14P115794","2.13780045509338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1H1"
"INTS5","Integrator Complex Subunit 5","Protein Coding","Q6P9B9","43","GC11M125244","2.13268327713013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS5"
"AQP11","Aquaporin 11","Protein Coding","Q8NBQ7","43","GC11P077589","2.13181781768799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP11"
"CTC1","CST Telomere Replication Complex Component 1","Protein Coding","Q2NKJ3","46","GC17M075333","2.13162779808044","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTC1"
"MROCKI","MARCKS Cis Regulating LncRNA Promoter Of Cytokines And Inflammation","RNA Gene","","20","GC06M113869","2.12752628326416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MROCKI"
"QTRT1","Queuine TRNA-Ribosyltransferase Catalytic Subunit 1","Protein Coding","Q9BXR0","45","GC19P010701","2.12454557418823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QTRT1"
"DCTN1","Dynactin Subunit 1","Protein Coding","Q14203","56","GC02M074361","2.12000918388367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN1"
"TAT","Tyrosine Aminotransferase","Protein Coding","P17735","54","GC16M071565","2.117267370224","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAT"
"IFT27","Intraflagellar Transport 27","Protein Coding","Q9BW83","48","GC22M077083","2.11153197288513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT27"
"COL9A2","Collagen Type IX Alpha 2 Chain","Protein Coding","Q14055","51","GC01M040300","2.10887217521667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL9A2"
"GRIN2A","Glutamate Ionotropic Receptor NMDA Type Subunit 2A","Protein Coding","Q12879","60","GC16M009753","2.10856461524963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2A"
"IL12RB2","Interleukin 12 Receptor Subunit Beta 2","Protein Coding","Q99665","52","GC01P067307","2.10639238357544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB2"
"CXCR6","C-X-C Motif Chemokine Receptor 6","Protein Coding","O00574","47","GC03P057385","2.10461330413818","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR6"
"NOD1","Nucleotide Binding Oligomerization Domain Containing 1","Protein Coding","Q9Y239","51","GC07M030424","2.10297799110413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD1"
"CDK5RAP2","CDK5 Regulatory Subunit Associated Protein 2","Protein Coding","Q96SN8","50","GC09M120388","2.10023617744446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP2"
"WDR62","WD Repeat Domain 62","Protein Coding","O43379","47","GC19P036054","2.10023617744446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR62"
"ASPM","Assembly Factor For Spindle Microtubules","Protein Coding","Q8IZT6","46","GC01M197084","2.10023617744446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPM"
"PNPT1","Polyribonucleotide Nucleotidyltransferase 1","Protein Coding","Q8TCS8","52","GC02M055634","2.09935212135315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPT1"
"IRF7","Interferon Regulatory Factor 7","Protein Coding","Q92985","56","GC11M000612","2.09881997108459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF7"
"TCOF1","Treacle Ribosome Biogenesis Factor 1","Protein Coding","Q13428","50","GC05P152403","2.09778571128845","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCOF1"
"TUBB4A","Tubulin Beta 4A Class IVa","Protein Coding","P04350","56","GC19M091894","2.0961594581604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB4A"
"IRF8","Interferon Regulatory Factor 8","Protein Coding","Q02556","54","GC16P094239","2.09541749954224","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF8"
"DTNBP1","Dystrobrevin Binding Protein 1","Protein Coding","Q96EV8","51","GC06M015593","2.09271478652954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTNBP1"
"HPX","Hemopexin","Protein Coding","P02790","50","GC11M012117","2.09241724014282","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPX"
"PDK2","Pyruvate Dehydrogenase Kinase 2","Protein Coding","Q15119","49","GC17P112614","2.08816266059875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK2"
"CALM3","Calmodulin 3","Protein Coding","P0DP25","51","GC19P046601","2.0838737487793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALM3"
"P2RY12","Purinergic Receptor P2Y12","Protein Coding","Q9H244","56","GC03M151336","2.08335041999817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY12"
"GALR1","Galanin Receptor 1","Protein Coding","P47211","51","GC18P077333","2.08035182952881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALR1"
"DCLRE1C","DNA Cross-Link Repair 1C","Protein Coding","Q96SD1","53","GC10M014897","2.07862949371338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLRE1C"
"TREM1","Triggering Receptor Expressed On Myeloid Cells 1","Protein Coding","Q9NP99","51","GC06M041267","2.0756049156189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREM1"
"IGHD","Immunoglobulin Heavy Constant Delta","Protein Coding","P01880","35","GC14M120006","2.07331609725952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHD"
"TARDBP","TAR DNA Binding Protein","Protein Coding","Q13148","56","GC01P039670","2.07189106941223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP"
"ATF2","Activating Transcription Factor 2","Protein Coding","P15336","54","GC02M175072","2.06913137435913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF2"
"PALLD","Palladin, Cytoskeletal Associated Protein","Protein Coding","Q8WX93","50","GC04P168497","2.06160593032837","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALLD"
"GGH","Gamma-Glutamyl Hydrolase","Protein Coding","Q92820","51","GC08M063014","2.06108427047729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGH"
"CLTCL1","Clathrin Heavy Chain Like 1","Protein Coding","P53675","48","GC22M020038","2.0495879650116","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTCL1"
"PPIB","Peptidylprolyl Isomerase B","Protein Coding","P23284","58","GC15M064155","2.0494270324707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIB"
"DSPP","Dentin Sialophosphoprotein","Protein Coding","Q9NZW4","47","GC04P087608","2.04923892021179","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSPP"
"TBR1","T-Box Brain Transcription Factor 1","Protein Coding","Q16650","51","GC02P161416","2.04815316200256","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBR1"
"JPX","JPX Transcript, XIST Activator","RNA Gene","","24","GC0XP074143","2.04233360290527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPX"
"IFT52","Intraflagellar Transport 52","Protein Coding","Q9Y366","45","GC20P043590","2.03601837158203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT52"
"NIHCOLE","NcRNA Involved In NHEJ Oncogenic Ligation Efficiency","RNA Gene","","19","GC05P104112","2.03519535064697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIHCOLE"
"SULT1A3","Sulfotransferase Family 1A Member 3","Protein Coding","P0DMM9","45","GC16P030199","2.03230667114258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1A3"
"KATNB1","Katanin Regulatory Subunit B1","Protein Coding","Q9BVA0","50","GC16P057735","2.02997708320618","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KATNB1"
"ADCY6","Adenylate Cyclase 6","Protein Coding","O43306","54","GC12M048766","2.02929973602295","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY6"
"A2ML1","Alpha-2-Macroglobulin Like 1","Protein Coding","A8K2U0","48","GC12P008822","2.02807712554932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=A2ML1"
"CIMIP1","Ciliary Microtubule Inner Protein 1","Protein Coding","Q9H1P6","36","GC20P058150","2.02196311950684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIMIP1"
"HSPA14","Heat Shock Protein Family A (Hsp70) Member 14","Protein Coding","Q0VDF9","46","GC10P014860","2.0203812122345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA14"
"CPA6","Carboxypeptidase A6","Protein Coding","Q8N4T0","52","GC08M067422","2.01744413375854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPA6"
"GZF1","GDNF Inducible Zinc Finger Protein 1","Protein Coding","Q9H116","45","GC20P023361","2.01681351661682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZF1"
"NFATC4","Nuclear Factor Of Activated T Cells 4","Protein Coding","Q14934","50","GC14P024365","2.01588201522827","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC4"
"IFT74","Intraflagellar Transport 74","Protein Coding","Q96LB3","47","GC09P026947","2.01463270187378","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT74"
"CDK5","Cyclin Dependent Kinase 5","Protein Coding","Q00535","62","GC07M151053","2.00853943824768","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5"
"SPARCL1","SPARC Like 1","Protein Coding","Q14515","46","GC04M087473","2.00495958328247","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPARCL1"
"KIF2A","Kinesin Family Member 2A","Protein Coding","O00139","51","GC05P062306","2.00463032722473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF2A"
"COL9A3","Collagen Type IX Alpha 3 Chain","Protein Coding","Q14050","52","GC20P062816","2.00408363342285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL9A3"
"COL9A1","Collagen Type IX Alpha 1 Chain","Protein Coding","P20849","51","GC06M070215","2.00408363342285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL9A1"
"COL10A1","Collagen Type X Alpha 1 Chain","Protein Coding","Q03692","50","GC06M116118","2.00345945358276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL10A1"
"GPR101","G Protein-Coupled Receptor 101","Protein Coding","Q96P66","47","GC0XM137030","2.00331807136536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR101"
"DAZ1","Deleted In Azoospermia 1","Protein Coding","Q9NQZ3","41","GC0YM023129","2.00153660774231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAZ1"
"ZFY","Zinc Finger Protein Y-Linked","Protein Coding","P08048","41","GC0YP002935","2.00153660774231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFY"
"CCL4","C-C Motif Chemokine Ligand 4","Protein Coding","P13236","50","GC17P036103","1.9978791475296","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL4"
"SEC24B","SEC24 Homolog B, COPII Coat Complex Component","Protein Coding","O95487","48","GC04P109433","1.99786996841431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24B"
"ISG15","ISG15 Ubiquitin Like Modifier","Protein Coding","P05161","55","GC01P001001","1.99234068393707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISG15"
"MZB1","Marginal Zone B And B1 Cell Specific Protein","Protein Coding","Q8WU39","41","GC05M139387","1.99223291873932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MZB1"
"CCP110","Centriolar Coiled-Coil Protein 110","Protein Coding","O43303","49","GC16P080945","1.98981153964996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCP110"
"KDM1A","Lysine Demethylase 1A","Protein Coding","O60341","58","GC01P023019","1.98871529102325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM1A"
"SPC24","SPC24 Component Of NDC80 Kinetochore Complex","Protein Coding","Q8NBT2","38","GC19M011131","1.98850464820862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPC24"
"SMAD5","SMAD Family Member 5","Protein Coding","Q99717","51","GC05P136132","1.98634445667267","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD5"
"STAT2","Signal Transducer And Activator Of Transcription 2","Protein Coding","P52630","57","GC12M056341","1.98059642314911","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT2"
"DEL18Q","Chromosome 18q Deletion Syndrome","Genetic Locus","","4","GC18U900453","1.97879719734192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEL18Q"
"CACNA1B","Calcium Voltage-Gated Channel Subunit Alpha1 B","Protein Coding","Q00975","58","GC09P137877","1.97533106803894","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1B"
"NDEL1","NudE Neurodevelopment Protein 1 Like 1","Protein Coding","Q9GZM8","49","GC17P111227","1.97421252727509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDEL1"
"PSMA7","Proteasome 20S Subunit Alpha 7","Protein Coding","O14818","53","GC20M062136","1.97189748287201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA7"
"DDR1","Discoidin Domain Receptor Tyrosine Kinase 1","Protein Coding","Q08345","54","GC06P134802","1.97166919708252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDR1"
"EIF5A","Eukaryotic Translation Initiation Factor 5A","Protein Coding","P63241","52","GC17P007306","1.97129702568054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5A"
"TUBB2B","Tubulin Beta 2B Class IIb","Protein Coding","Q9BVA1","53","GC06M003764","1.97102391719818","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB2B"
"CYLD","CYLD Lysine 63 Deubiquitinase","Protein Coding","Q9NQC7","56","GC16P050742","1.96649992465973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYLD"
