GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000166157	21	10896201	11039719	65	31	2109196	0.90878	0.18173	TPTE
ENSG00000256715	21	14731931	14755386	173	27	2109196	1.0433	0.1484	AL050302.1
ENSG00000188992	21	15471134	15593166	933	51	2109196	-0.77346	0.78038	LIPI
ENSG00000185272	21	15578451	15610693	346	47	2109196	-1.5505	0.93949	RBM11
ENSG00000155304	21	15733436	15765805	203	38	2109196	-0.75389	0.77454	HSPA13
ENSG00000155307	21	15847549	15965723	857	105	2109196	1.9315	0.026711	SAMSN1
ENSG00000243440	21	15954251	16041142	588	55	2109196	-0.42188	0.66344	AF165138.7
ENSG00000180530	21	16323556	16447321	625	79	2109196	2.5396	0.0055489	NRIP1
ENSG00000155313	21	17092344	17262377	833	58	2109196	-0.17566	0.56972	USP25
ENSG00000232560	21	18801208	18831503	246	62	2109196	0.32344	0.37318	C21orf37
ENSG00000154639	21	18874700	18975897	619	64	2109196	0.42279	0.33622	CXADR
ENSG00000154640	21	18955971	18995265	159	48	2109196	-0.46273	0.67822	BTG3
ENSG00000154642	21	19151284	19201703	217	44	2109196	0.35121	0.36271	C21orf91
ENSG00000154645	21	19263580	19649690	2559	198	2109196	0.88021	0.18937	CHODL
ENSG00000154646	21	19631433	19868197	1429	155	2109196	-0.69424	0.75624	TMPRSS15
ENSG00000154654	21	22360633	22925650	3667	197	2109196	0.1045	0.45839	NCAM2
ENSG00000154719	21	26947968	26989829	280	24	2109196	1.547	0.060932	MRPL39
ENSG00000154721	21	27001584	27099874	503	53	2109196	2.7016	0.0034505	JAM2
ENSG00000154723	21	27078815	27117984	172	45	2109196	1.7396	0.040965	ATP5J
ENSG00000154727	21	27096881	27154771	276	44	2109196	1.7003	0.044541	GABPA
ENSG00000142192	21	27242861	27553446	1759	136	2109196	0.2145	0.41508	APP
ENSG00000166265	21	27828528	27955603	710	124	2109196	-0.28154	0.61085	CYYR1
ENSG00000154734	21	28198066	28227728	166	46	2109196	-0.23656	0.5935	ADAMTS1
ENSG00000154736	21	28280231	28348832	356	39	2109196	-0.29411	0.61566	ADAMTS5
ENSG00000156239	21	30234513	30267693	258	26	2109196	0.4502	0.32628	N6AMT1
ENSG00000198862	21	30290466	30375270	352	49	2109196	1.3617	0.086647	LTN1
ENSG00000156253	21	30366705	30401699	153	38	2109196	1.6128	0.053392	RWDD2B
ENSG00000156256	21	30386950	30436809	207	63	2109196	2.2615	0.011865	USP16
ENSG00000156261	21	30418126	30456118	180	60	2109196	2.2563	0.012025	CCT8
ENSG00000156265	21	30439792	30558210	720	54	2109196	2.0394	0.020706	MAP3K7CL
ENSG00000156273	21	30556392	31013071	2085	152	2109196	0.094902	0.4622	BACH1
ENSG00000171189	21	30899254	31322351	2388	132	2109196	0.33125	0.37023	GRIK1
ENSG00000183653	21	30958360	31013067	287	34	2109196	-0.5745	0.71719	GRIK1-AS2
ENSG00000156282	21	31528241	31548971	141	22	2109196	-0.7833	0.78327	CLDN17
ENSG00000156284	21	31576324	31598391	135	51	2109196	-0.42865	0.66591	CLDN8
ENSG00000188694	21	31643629	31665276	132	29	2109196	-0.7147	0.7626	KRTAP24-1
ENSG00000232263	21	31651463	31671832	122	27	2109196	-1.309	0.90473	KRTAP25-1
ENSG00000197683	21	31681452	31702607	195	22	2109196	-0.96176	0.83192	KRTAP26-1
ENSG00000206107	21	31699331	31720012	150	25	2109196	-1.1492	0.87476	KRTAP27-1
ENSG00000186980	21	31710717	31730924	136	23	2109196	-0.44022	0.67011	KRTAP23-1
ENSG00000182816	21	31733709	31754557	129	34	2109196	-0.74856	0.77294	KRTAP13-2
ENSG00000198390	21	31758392	31779136	93	31	2109196	0.10866	0.45673	KRTAP13-1
ENSG00000240432	21	31787583	31808286	141	22	2109196	-0.30096	0.61828	KRTAP13-3
ENSG00000186971	21	31792572	31813216	141	20	2109196	-0.32894	0.6289	KRTAP13-4
ENSG00000186970	21	31802597	31823070	126	17	2109196	-0.052703	0.52102	KRTAP15-1
ENSG00000184351	21	31842018	31862663	106	25	2109196	-0.18433	0.57312	KRTAP19-1
ENSG00000186965	21	31849362	31869755	99	22	2109196	-1.1129	0.86713	KRTAP19-2
ENSG00000244025	21	31853782	31874275	96	21	2109196	-1.2999	0.90319	KRTAP19-3
ENSG00000186967	21	31859142	31879451	89	21	2109196	-1.1661	0.87821	KRTAP19-4
ENSG00000186977	21	31863975	31884435	90	21	2109196	-0.93816	0.82592	KRTAP19-5
ENSG00000186925	21	31903854	31924183	90	17	2109196	0.2149	0.41492	KRTAP19-6
ENSG00000244362	21	31923194	31943633	122	21	2109196	0.49783	0.3093	KRTAP19-7
ENSG00000206106	21	31952424	31972716	81	33	2109196	0.45129	0.32589	KRTAP22-2
ENSG00000212938	21	31954759	31975394	89	29	2109196	0.46019	0.32269	KRTAP6-3
ENSG00000186930	21	31960909	31981219	89	25	2109196	0.60461	0.27272	KRTAP6-2
ENSG00000186924	21	31963414	31983612	96	24	2109196	0.4378	0.33077	KRTAP22-1
ENSG00000184724	21	31975750	31996249	81	19	2109196	0.58874	0.27802	KRTAP6-1
ENSG00000244624	21	31978750	31999003	83	19	2109196	0.37283	0.35464	KRTAP20-1
ENSG00000206105	21	31982946	32003169	72	18	2109196	0.44042	0.32981	KRTAP20-4
ENSG00000184032	21	31997555	32017938	75	21	2109196	0.34745	0.36413	KRTAP20-2
ENSG00000206104	21	32005183	32025455	68	16	2109196	0.04396	0.48247	KRTAP20-3
ENSG00000231068	21	32080843	32101095	162	14	2109196	-0.17503	0.56947	KRTAP21-3
ENSG00000187026	21	32109112	32129551	114	13	2109196	-0.79988	0.78811	KRTAP21-2
ENSG00000187005	21	32117439	32137746	95	15	2109196	-0.43763	0.66917	KRTAP21-1
ENSG00000183640	21	32175016	32195570	150	25	2109196	-0.26247	0.60352	KRTAP8-1
ENSG00000182591	21	32242966	32263874	103	33	2109196	-0.58914	0.72211	KRTAP11-1
ENSG00000206102	21	32400478	32420795	112	31	2109196	-0.37185	0.645	KRTAP19-8
ENSG00000156299	21	32480734	32942290	2792	228	2109196	-0.36647	0.64299	TIAM1
ENSG00000142168	21	33021935	33051244	133	45	2109196	0.47348	0.31794	SOD1
ENSG00000156304	21	33033346	33114388	363	50	2109196	0.96906	0.16626	SCAF4
ENSG00000142149	21	33235628	33426946	1206	134	2109196	-0.74991	0.77335	HUNK
ENSG00000159055	21	33630530	33661380	133	49	2109196	-1.351	0.91165	MIS18A
ENSG00000170262	21	33654124	33697095	223	56	2109196	-0.17085	0.56783	MRAP
ENSG00000142207	21	33673329	33775335	540	39	2109196	0.16786	0.43335	URB1
ENSG00000256073	21	33755439	33776254	98	20	2109196	-0.91113	0.81889	C21orf119
ENSG00000166979	21	33774314	33897707	805	63	2109196	0.86711	0.19294	EVA1C
ENSG00000242220	21	33938862	33969683	195	47	2109196	1.9769	0.024029	TCP10L
ENSG00000265590	21	33941132	33994591	295	48	2109196	1.6594	0.048518	AP000275.65
ENSG00000159079	21	33954389	33995176	228	44	2109196	1.2229	0.11068	C21orf59
ENSG00000159082	21	33991069	34110359	437	66	2109196	0.72797	0.23331	SYNJ1
ENSG00000159086	21	34096210	34154169	228	62	2109196	0.95812	0.169	PAXBP1
ENSG00000205930	21	34134411	34276043	678	68	2109196	-0.20245	0.58022	C21orf49
ENSG00000205929	21	34152985	34196053	195	32	2109196	-0.088704	0.53534	C21orf62
ENSG00000205927	21	34388153	34411504	123	40	2109196	0.36411	0.35789	OLIG2
ENSG00000184221	21	34432450	34454726	102	46	2109196	-0.20685	0.58194	OLIG1
ENSG00000229086	21	34527776	34552541	158	46	2109196	1.3737	0.08476	C21orf54
ENSG00000159110	21	34592206	34647980	281	39	2109196	1.3949	0.081518	IFNAR2
ENSG00000249624	21	34609079	34665517	313	53	2109196	1.4926	0.067773	AP000295.9
ENSG00000243646	21	34628663	34679539	290	50	2109196	2.0728	0.019095	IL10RB
ENSG00000142166	21	34686734	34742168	299	41	2109196	1.3987	0.080952	IFNAR1
ENSG00000159128	21	34765202	34861655	515	44	2109196	-0.33903	0.63271	IFNGR2
ENSG00000142188	21	34794792	34862318	386	35	2109196	-0.61367	0.73028	TMEM50B
ENSG00000177692	21	34850497	34874027	115	34	2109196	0.15746	0.43744	DNAJC28
ENSG00000159131	21	34866238	34925797	239	67	2109196	-0.12859	0.55116	GART
ENSG00000159140	21	34904924	34959812	198	86	2109196	0.031256	0.48753	SON
ENSG00000159147	21	34921848	34971014	171	71	2109196	0.75123	0.22626	DONSON
ENSG00000268265	21	34937431	34957645	74	39	2109196	0.080726	0.46783	AP000304.1
ENSG00000249209	21	34946993	35294635	1477	145	2109196	0.0045649	0.49818	AP000304.12
ENSG00000205758	21	34951647	35026232	258	70	2109196	1.1767	0.11966	CRYZL1
ENSG00000205726	21	35004706	35282165	1210	136	2109196	-0.23098	0.59134	ITSN1
ENSG00000241837	21	35265757	35298284	189	40	2109196	-0.81859	0.79349	ATP5O
ENSG00000243927	21	35435524	35525334	426	37	2109196	0.14413	0.4427	MRPS6
ENSG00000198743	21	35435870	35488559	231	37	2109196	0.59393	0.27628	SLC5A3
ENSG00000272962	21	35435870	35488561	231	37	2109196	0.59393	0.27628	SLC5A3
ENSG00000159197	21	35726323	35753688	140	30	2109196	-0.84884	0.80201	KCNE2
ENSG00000205670	21	35737779	35790164	275	29	2109196	-1.2311	0.89086	SMIM11
ENSG00000222018	21	35762615	35783370	129	25	2109196	-1.083	0.86059	C21orf140
ENSG00000243627	21	35781013	35806264	76	27	2109196	0.90833	0.18185	AP000322.53
ENSG00000180509	21	35808988	35894573	414	55	2109196	-0.019492	0.50778	KCNE1
ENSG00000159200	21	35875440	35997441	942	66	2109196	1.2266	0.10999	RCAN1
ENSG00000159212	21	36031688	36100525	347	54	2109196	-0.16194	0.56432	CLIC6
ENSG00000159216	21	36150098	37386965	7631	354	2109196	-0.049296	0.51966	RUNX1
ENSG00000267812	21	37260353	37280727	72	28	2109196	0.6975	0.24275	FKSG68
ENSG00000268098	21	37392368	37427818	201	38	2109196	0.071774	0.47139	AP000688.1
ENSG00000185917	21	37396839	37461687	412	47	2109196	0.23912	0.40551	SETD4
ENSG00000159228	21	37432239	37455464	180	43	2109196	0.24968	0.40142	CBR1
ENSG00000159231	21	37497210	37528864	223	32	2109196	0.30664	0.37956	CBR3
ENSG00000142197	21	37519080	37676572	1157	105	2109196	0.77157	0.22018	DOPEY2
ENSG00000159256	21	37682487	37768446	555	33	2109196	0.14255	0.44332	MORC3
ENSG00000159259	21	37747676	37801313	303	39	2109196	-0.055605	0.52217	CHAF1B
ENSG00000159261	21	37822919	37958867	974	88	2109196	-0.080371	0.53203	CLDN14
ENSG00000267976	21	37848165	37870058	177	42	2109196	0.62803	0.26499	AP000695.1
ENSG00000159263	21	38061433	38132218	416	116	2109196	0.88012	0.1894	SIM2
ENSG00000159267	21	38113189	38372536	1641	100	2109196	-0.19187	0.57608	HLCS
ENSG00000183145	21	38368450	38401959	245	43	2109196	-0.097846	0.53897	RIPPLY3
ENSG00000185808	21	38421470	38455470	244	44	2109196	-0.35928	0.64031	PIGP
ENSG00000182670	21	38435526	38585413	988	42	2109196	-0.32156	0.62611	TTC3
ENSG00000157538	21	38585721	38650262	348	59	2109196	0.37513	0.35378	DSCR3
ENSG00000157540	21	38728092	38899753	954	59	2109196	-0.48903	0.68759	DYRK1A
ENSG00000267937	21	38878740	38898973	109	34	2109196	-1.1317	0.87111	AP001421.1
ENSG00000157542	21	38969678	39298749	1985	166	2109196	-1.4088	0.92055	KCNJ6
ENSG00000184029	21	39313728	39503454	890	130	2109196	0.38206	0.35121	DSCR4
ENSG00000198054	21	39483545	39570110	394	51	2109196	-0.21026	0.58327	DSCR8
ENSG00000157551	21	39519128	39689279	965	53	2109196	-0.86178	0.80559	KCNJ15
ENSG00000157554	21	39741949	40043704	1759	170	2109196	3.6233	0.00014541	ERG
ENSG00000157557	21	40167231	40206879	228	30	2109196	0.5928	0.27666	ETS2
ENSG00000183527	21	40536695	40565777	181	28	2109196	1.8634	0.0312	PSMG1
ENSG00000185658	21	40546102	40703485	1008	38	2109196	2.1538	0.015627	BRWD1
ENSG00000205581	21	40704241	40731573	207	35	2109196	2.7872	0.0026587	HMGN1
ENSG00000182093	21	40742170	40810454	344	45	2109196	0.70471	0.2405	WRB
ENSG00000157578	21	40767770	40827731	311	32	2109196	0.28202	0.38897	LCA5L
ENSG00000185437	21	40807781	40897433	570	36	2109196	0.25469	0.39948	SH3BGR
ENSG00000183778	21	40918369	41055064	902	103	2109196	0.95664	0.16938	B3GALT5
ENSG00000184809	21	40959074	40994748	215	56	2109196	0.74507	0.22811	C21orf88
ENSG00000183067	21	41107334	41184023	657	36	2109196	-0.8585	0.80469	IGSF5
ENSG00000183036	21	41229243	41311322	633	112	2109196	-0.45697	0.67615	PCP4
ENSG00000171587	21	41372926	42229065	6212	354	2109196	-0.46891	0.68043	DSCAM
ENSG00000182240	21	42529728	42664445	814	139	2109196	1.2721	0.10167	BACE2
ENSG00000183844	21	42666139	42739358	431	74	2109196	-0.059335	0.52366	FAM3B
ENSG00000183486	21	42723870	42791317	424	103	2109196	0.13233	0.44736	MX2
ENSG00000157601	21	42782231	42841141	454	38	2109196	-0.36572	0.64271	MX1
ENSG00000184012	21	42826478	42913043	677	82	2109196	0.27636	0.39114	TMPRSS2
ENSG00000183421	21	43149529	43197266	333	41	2109196	-0.97713	0.83575	RIPK4
ENSG00000141956	21	43208385	43309591	820	74	2109196	-0.57501	0.71736	PRDM15
ENSG00000157617	21	43295221	43383999	688	145	2109196	0.50208	0.30781	C2CD2
ENSG00000173276	21	43396940	43440496	282	47	2109196	-0.24984	0.59865	ZBTB21
ENSG00000177398	21	43473068	43573563	925	105	2109196	0.59901	0.27458	UMODL1
ENSG00000184385	21	43512244	43538644	244	37	2109196	0.76987	0.22069	C21orf128
ENSG00000160179	21	43609799	43727354	828	115	2109196	0.68255	0.24744	ABCG1
ENSG00000160180	21	43721777	43745761	187	49	2109196	0.61044	0.27079	TFF3
ENSG00000160181	21	43756466	43781237	237	46	2109196	-1.3217	0.90687	TFF2
ENSG00000160182	21	43772391	43796703	239	48	2109196	-0.52491	0.70018	TFF1
ENSG00000160183	21	43781999	43826955	397	85	2109196	-0.86551	0.80662	TMPRSS3
ENSG00000160185	21	43814008	43877791	546	63	2109196	0.18815	0.42538	UBASH3A
ENSG00000160188	21	43882596	43926464	225	62	2109196	0.40003	0.34457	RSPH1
ENSG00000160190	21	43906118	44011550	734	48	2109196	0.0025825	0.49897	SLC37A1
ENSG00000160191	21	44063746	44205619	1090	97	2109196	2.1133	0.017286	PDE9A
ENSG00000160193	21	44253204	44309678	478	41	2109196	1.4603	0.072102	WDR4
ENSG00000160194	21	44289754	44343414	395	35	2109196	0.91197	0.18089	NDUFV3
ENSG00000160199	21	44384620	44463691	659	38	2109196	-0.070665	0.52817	PKNOX1
ENSG00000160200	21	44463301	44507053	319	50	2109196	0.6315	0.26386	CBS
ENSG00000160201	21	44503066	44537697	165	35	2109196	0.9562	0.16949	U2AF1
ENSG00000228120	21	44569176	44592387	107	28	2109196	0.59877	0.27466	AP001631.10
ENSG00000160202	21	44579118	44602915	113	33	2109196	-0.23665	0.59354	CRYAA
ENSG00000142178	21	44824395	44857008	234	53	2109196	-0.16116	0.56401	SIK1
ENSG00000160207	21	44939072	45089374	565	40	2109196	1.0037	0.15776	HSF2BP
ENSG00000160208	21	45069429	45125958	291	35	2109196	0.80159	0.2114	RRP1B
ENSG00000160209	21	45128975	45192188	468	91	2109196	-0.20916	0.58284	PDXK
ENSG00000160213	21	45182393	45206326	193	56	2109196	1.8127	0.03494	CSTB
ENSG00000160214	21	45199394	45235174	319	33	2109196	1.5365	0.062209	RRP1
ENSG00000160216	21	45275067	45416417	869	90	2109196	-1.1866	0.88231	AGPAT3
ENSG00000160218	21	45422200	45536433	589	45	2109196	0.19747	0.42173	TRAPPC10
ENSG00000241945	21	45517171	45561063	226	34	2109196	0.8121	0.20837	PWP2
ENSG00000160221	21	45543487	45575605	179	26	2109196	1.3795	0.083875	C21orf33
ENSG00000267913	21	45577818	45603580	149	36	2109196	0.681	0.24794	AP001055.1
ENSG00000160223	21	45632874	45670849	286	42	2109196	0.099129	0.46052	ICOSLG
ENSG00000142182	21	45656222	45692099	223	58	2109196	0.32912	0.37103	DNMT3L
ENSG00000160224	21	45695721	45728531	296	60	2109196	0.70918	0.23911	AIRE
ENSG00000141959	21	45709934	45757259	373	67	2109196	0.4584	0.32333	PFKL
ENSG00000160226	21	45738827	45769285	210	65	2109196	-0.073399	0.52926	C21orf2
ENSG00000142185	21	45760046	45872964	691	66	2109196	-0.29325	0.61533	TRPM2
ENSG00000160233	21	45865369	45888739	147	25	2109196	0.048439	0.48068	LRRC3
ENSG00000269430	21	45869814	45892078	128	28	2109196	-0.041868	0.5167	LRRC3DN
ENSG00000175894	21	45907775	46141495	1886	140	2109196	0.069859	0.47215	TSPEAR
ENSG00000182912	21	45927099	45955835	222	52	2109196	0.5764	0.28217	C21orf90
ENSG00000215455	21	45948864	45970078	157	34	2109196	1.3012	0.096592	KRTAP10-1
ENSG00000205445	21	45960240	45981388	154	29	2109196	1.0736	0.14149	KRTAP10-2
ENSG00000212935	21	45967673	45988643	152	32	2109196	1.0104	0.15616	KRTAP10-3
ENSG00000215454	21	45983606	46004987	171	25	2109196	0.83052	0.20312	KRTAP10-4
ENSG00000241123	21	45989332	46010481	186	24	2109196	0.49473	0.3104	KRTAP10-5
ENSG00000188155	21	46001149	46022386	188	24	2109196	-0.18714	0.57423	KRTAP10-6
ENSG00000205441	21	46010497	46032091	184	18	2109196	-0.045415	0.51811	KRTAP10-7
ENSG00000187766	21	46021996	46042871	185	29	2109196	-0.073191	0.52917	KRTAP10-8
ENSG00000221837	21	46037040	46058294	180	36	2109196	-1.5706	0.94186	KRTAP10-9
ENSG00000221859	21	46047273	46068370	163	25	2109196	-1.2567	0.89556	KRTAP10-10
ENSG00000243489	21	46056331	46077564	176	27	2109196	-0.51166	0.69556	KRTAP10-11
ENSG00000212933	21	46064130	46084576	151	24	2109196	-0.49436	0.68948	KRTAP12-4
ENSG00000205439	21	46067849	46088258	172	24	2109196	-0.52252	0.69935	KRTAP12-3
ENSG00000221864	21	46076106	46096844	197	18	2109196	0.097644	0.46111	KRTAP12-2
ENSG00000187175	21	46091491	46112078	231	22	2109196	0.22769	0.40994	KRTAP12-1
ENSG00000189169	21	46107087	46127959	180	33	2109196	0.027023	0.48922	KRTAP10-12
ENSG00000184787	21	46178955	46231934	365	46	2109196	1.9088	0.028141	UBE2G2
ENSG00000184900	21	46215532	46248694	234	47	2109196	1.0022	0.15813	SUMO3
ENSG00000183255	21	46259500	46303752	417	55	2109196	1.3554	0.087641	PTTG1IP
ENSG00000160255	21	46295868	46361904	577	105	2109196	0.34467	0.36517	ITGB2
ENSG00000183250	21	46342729	46369828	206	42	2109196	0.24226	0.40429	C21orf67
ENSG00000160256	21	46349925	46406904	499	51	2109196	0.28214	0.38892	FAM207A
ENSG00000268856	21	46482796	46502927	136	36	2109196	1.6976	0.044788	AP001579.1
ENSG00000197381	21	46483768	46656478	1006	62	2109196	1.3793	0.083897	ADARB1
ENSG00000268805	21	46501596	46525493	140	31	2109196	0.74193	0.22906	PRED57
ENSG00000267857	21	46510728	46544873	204	40	2109196	0.9713	0.1657	PRED58
ENSG00000186866	21	46673843	46717813	333	41	2109196	2.0813	0.018701	POFUT2
ENSG00000182871	21	46815052	46943634	1213	109	2109196	-0.14713	0.55848	COL18A1
ENSG00000173638	21	46903486	46974325	606	68	2109196	-0.41989	0.66272	SLC19A1
ENSG00000183570	21	47053608	47372368	1884	66	2109196	-0.038689	0.51543	PCBP3
ENSG00000267883	21	47173565	47200005	109	33	2109196	0.45003	0.32635	PRED60
ENSG00000268040	21	47337679	47362477	190	37	2109196	-0.18058	0.57165	PRED62
ENSG00000142156	21	47391651	47434964	376	60	2109196	-0.17267	0.56854	COL6A1
ENSG00000142173	21	47508011	47562763	469	60	2109196	1.2594	0.10394	COL6A2
ENSG00000160282	21	47546176	47585481	396	72	2109196	1.9761	0.024073	FTCD
ENSG00000160284	21	47571062	47614390	420	40	2109196	1.8512	0.032067	SPATC1L
ENSG00000160285	21	47598055	47658738	452	51	2109196	1.2341	0.10857	LSS
ENSG00000235878	21	47602391	47623673	179	48	2109196	0.94783	0.17161	AP001468.1
ENSG00000160294	21	47645047	47716211	475	52	2109196	0.88696	0.18755	MCM3AP
ENSG00000182362	21	47696251	47727665	260	25	2109196	0.57613	0.28226	YBEY
ENSG00000160298	21	47710095	47753789	303	41	2109196	1.296	0.097485	C21orf58
ENSG00000160299	21	47734036	47875682	1045	56	2109196	2.1392	0.01621	PCNT
ENSG00000160305	21	47868812	47999926	835	49	2109196	2.0057	0.022442	DIP2A
ENSG00000160307	21	48008875	48035121	236	34	2109196	1.8612	0.031357	S100B
ENSG00000160310	21	48045079	48095036	304	43	2109196	1.6539	0.049078	PRMT2
ENSG00000198062	22	16246441	16297937	4	2	2109196	-0.32711	0.62821	POTEH
ENSG00000130538	22	16438824	16459805	5	3	2109196	-0.75508	0.7749	OR11H1
ENSG00000198445	22	17061667	17083700	129	39	2109196	0.27774	0.3906	CCT8L2
ENSG00000172967	22	17254302	17312589	222	31	2109196	-0.2701	0.60646	XKR3
ENSG00000215568	22	17432826	17499112	434	50	2109196	0.4835	0.31437	GAB4
ENSG00000177663	22	17555844	17606583	300	76	2109196	0.38579	0.34983	IL17RA
ENSG00000183307	22	17587189	17612257	173	46	2109196	-0.39629	0.65406	CECR6
ENSG00000235478	22	17592476	17622994	227	49	2109196	-0.62041	0.73251	AC006946.15
ENSG00000069998	22	17608401	17656177	354	50	2109196	-0.50136	0.69194	CECR5
ENSG00000093072	22	17650194	17712879	481	77	2109196	-0.087533	0.53488	CECR1
ENSG00000099954	22	17830837	18047850	1659	185	2109196	0.66003	0.25462	CECR2
ENSG00000182902	22	18033139	18083760	290	69	2109196	-0.71446	0.76253	SLC25A18
ENSG00000131100	22	18064902	18121584	426	29	2109196	0.23707	0.4063	ATP6V1E1
ENSG00000099968	22	18101621	18223388	807	41	2109196	0.24249	0.4042	BCL2L13
ENSG00000015475	22	18206906	18267536	411	87	2109196	-0.29515	0.61606	BID
ENSG00000243156	22	18260415	18517325	1878	136	2109196	1.687	0.045805	MICAL3
ENSG00000215193	22	18550689	18623905	479	79	2109196	-0.035293	0.51408	PEX26
ENSG00000183785	22	18583097	18639321	391	68	2109196	0.21929	0.41321	TUBA8
ENSG00000184979	22	18622666	18670164	265	34	2109196	1.1901	0.117	USP18
ENSG00000161103	22	18824324	18858562	1	1	2109196	-0.57159	0.7162	AC008132.13
ENSG00000183628	22	18883541	18911751	216	41	2109196	0.80547	0.21027	DGCR6
ENSG00000100033	22	18890294	18934066	280	43	2109196	1.2674	0.1025	PRODH
ENSG00000070413	22	19013795	19119967	748	37	2109196	-0.4107	0.65935	DGCR2
ENSG00000100056	22	19107792	19142197	222	50	2109196	-0.48755	0.68706	DGCR14
ENSG00000206203	22	19108321	19130134	136	27	2109196	-1.1893	0.88285	TSSK2
ENSG00000063515	22	19126089	19147796	175	48	2109196	-0.29901	0.61754	GSC2
ENSG00000100075	22	19153095	19176343	161	31	2109196	0.11521	0.45414	SLC25A1
ENSG00000070371	22	19156986	19289239	885	44	2109196	0.00074783	0.4997	CLTCL1
ENSG00000100084	22	19308221	19445224	650	52	2109196	-0.72121	0.76461	HIRA
ENSG00000242259	22	19328891	19445755	539	52	2109196	-1.0327	0.84913	C22orf39
ENSG00000185608	22	19409425	19433598	100	30	2109196	-0.96015	0.83151	MRPL40
ENSG00000070010	22	19427433	19476738	236	50	2109196	-0.86428	0.80628	UFD1L
ENSG00000093009	22	19456982	19518135	323	51	2109196	-1.2456	0.89355	CDC45
ENSG00000184113	22	19500547	19525068	149	49	2109196	-1.2479	0.89397	CLDN5
ENSG00000184702	22	19691987	19722295	124	46	2109196	0.25699	0.39859	SEPT5
ENSG00000203618	22	19700468	19722294	73	40	2109196	0.46374	0.32142	GP1BB
ENSG00000184058	22	19734226	19781116	293	44	2109196	0.27361	0.39219	TBX1
ENSG00000185838	22	19760747	19852462	509	71	2109196	2.3046	0.010595	GNB1L
ENSG00000215012	22	19823661	19852419	151	34	2109196	3.5665	0.00018091	C22orf29
ENSG00000184470	22	19853040	19939341	672	82	2109196	2.7969	0.0025797	TXNRD2
ENSG00000093010	22	19919130	19967498	405	70	2109196	1.3568	0.087422	COMT
ENSG00000099889	22	19947419	20014331	513	59	2109196	2.4276	0.0076003	ARVCF
ENSG00000183597	22	19994537	20063449	431	73	2109196	1.5349	0.062404	TANGO2
ENSG00000128191	22	20057755	20109400	313	34	2109196	0.17307	0.4313	DGCR8
ENSG00000099899	22	20089389	20114915	164	40	2109196	0.033	0.48684	TRMT2A
ENSG00000099901	22	20093461	20124878	207	38	2109196	-0.081574	0.53251	RANBP1
ENSG00000099904	22	20106979	20145530	276	37	2109196	-0.40727	0.65809	ZDHHC8
ENSG00000234409	22	20125950	20148399	166	37	2109196	-0.22109	0.58749	AC006547.14
ENSG00000040608	22	20218938	20280769	348	76	2109196	0.17564	0.43029	RTN4R
ENSG00000128185	22	20291799	20317603	107	42	2109196	-1.0018	0.84179	DGCR6L
ENSG00000183038	22	20356206	20378028	1	1	2109196	-0.009776	0.5039	GGTLC3
ENSG00000196622	22	20446003	20471786	3	2	2109196	-1.3546	0.91223	RIMBP3
ENSG00000188280	22	20682438	20726938	75	24	2109196	-0.39354	0.65304	FAM230A
ENSG00000161133	22	20694868	20755048	236	57	2109196	-0.47636	0.68309	USP41
ENSG00000185252	22	20738405	20772745	234	39	2109196	-0.68662	0.75384	ZNF74
ENSG00000244486	22	20768874	20802146	198	40	2109196	0.45902	0.32311	SCARF2
ENSG00000099910	22	20773528	20860170	422	48	2109196	1.0892	0.13803	KLHL22
ENSG00000099917	22	20840200	20951919	574	52	2109196	0.53982	0.29466	MED15
ENSG00000241973	22	21051979	21223705	954	40	2109196	0.79343	0.21376	PI4KA
ENSG00000099937	22	21118167	21152008	185	33	2109196	0.49369	0.31076	SERPIND1
ENSG00000099940	22	21203271	21255506	301	32	2109196	1.1813	0.11873	SNAP29
ENSG00000099942	22	21261714	21318037	301	32	2109196	2.0154	0.021934	CRKL
ENSG00000183773	22	21309396	21345649	239	75	2109196	1.8592	0.031499	AIFM3
ENSG00000099949	22	21323751	21363327	274	67	2109196	0.25608	0.39894	LZTR1
ENSG00000184436	22	21343393	21366485	194	42	2109196	-1.247	0.89379	THAP7
ENSG00000269103	22	21348030	21370736	194	43	2109196	-1.0487	0.85285	AC002472.1
ENSG00000099957	22	21354097	21393119	306	63	2109196	0.16233	0.43552	P2RX6
ENSG00000099960	22	21373007	21397129	177	45	2109196	0.71498	0.23731	SLC7A4
ENSG00000187905	22	21390249	21428457	262	67	2109196	-0.065178	0.52598	AC002472.13
ENSG00000239511	22	21467050	21492352	3	2	2109196	-2.0654	0.98056	POM121L7
ENSG00000133475	22	21552262	21591926	14	8	2109196	-1.9495	0.97438	GGT2
ENSG00000196934	22	21727663	21753446	3	2	2109196	-0.93359	0.82474	RIMBP3B
ENSG00000169635	22	21761693	21815752	66	26	2109196	-0.080359	0.53202	HIC2
ENSG00000183246	22	21889646	21915750	20	9	2109196	-0.91694	0.82041	RIMBP3C
ENSG00000185651	22	21893736	21988323	338	37	2109196	0.93724	0.17432	UBE2L3
ENSG00000161179	22	21972378	21994353	102	31	2109196	0.51541	0.30313	YDJC
ENSG00000161180	22	21977005	22001616	132	43	2109196	0.075951	0.46973	CCDC116
